"attr_code";"area_code";"value";"ts_start";"ts"
"Blochholz Buche Kl. B 3";"Österreich";"76.37";"2015-04-01";"1427846400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"94.24";"2015-04-01";"1427846400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"93.76";"2015-04-01";"1427846400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"71.54";"2015-04-01";"1427846400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"92.52";"2015-05-01";"1430438400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.5";"2015-05-01";"1430438400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.91";"2015-05-01";"1430438400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.85";"2015-05-01";"1430438400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.3";"2015-06-01";"1433116800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.91";"2015-06-01";"1433116800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.64";"2015-06-01";"1433116800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.63";"2015-06-01";"1433116800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.85";"2015-07-01";"1435708800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.7";"2015-07-01";"1435708800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.94";"2015-07-01";"1435708800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.91";"2015-07-01";"1435708800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.91";"2015-08-01";"1438387200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.63";"2015-08-01";"1438387200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.56";"2015-08-01";"1438387200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.72";"2015-08-01";"1438387200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.5";"2015-09-01";"1441065600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.08";"2015-09-01";"1441065600000"
"Blochholz Buche Kl. B 3";"Österreich";"82.91";"2015-09-01";"1441065600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.41";"2015-09-01";"1441065600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.87";"2015-10-01";"1443657600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"68.97";"2015-10-01";"1443657600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"87.73";"2015-10-01";"1443657600000"
"Blochholz Buche Kl. B 3";"Österreich";"76.37";"2015-10-01";"1443657600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.29";"2015-11-01";"1446336000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.59";"2015-11-01";"1446336000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"89.08";"2015-11-01";"1446336000000"
"Blochholz Buche Kl. B 3";"Österreich";"76.37";"2015-11-01";"1446336000000"
"Blochholz Buche Kl. B 3";"Österreich";"76.37";"2015-12-01";"1448928000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.37";"2015-12-01";"1448928000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.28";"2015-12-01";"1448928000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"87.98";"2015-12-01";"1448928000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.88";"2016-01-01";"1451606400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.87";"2016-01-01";"1451606400000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-01-01";"1451606400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.71";"2016-01-01";"1451606400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.96";"2016-02-01";"1454284800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.55";"2016-02-01";"1454284800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.99";"2016-02-01";"1454284800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-02-01";"1454284800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-03-01";"1456790400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.84";"2016-03-01";"1456790400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.48";"2016-03-01";"1456790400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.94";"2016-03-01";"1456790400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"68.41";"2016-04-01";"1459468800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"89.07";"2016-04-01";"1459468800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"89.12";"2016-04-01";"1459468800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-04-01";"1459468800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.34";"2016-05-01";"1462060800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-05-01";"1462060800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.26";"2016-05-01";"1462060800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.81";"2016-05-01";"1462060800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-06-01";"1464739200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.71";"2016-06-01";"1464739200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"89.07";"2016-06-01";"1464739200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.13";"2016-06-01";"1464739200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.23";"2016-07-01";"1467331200000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-07-01";"1467331200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.05";"2016-07-01";"1467331200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.6";"2016-07-01";"1467331200000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-08-01";"1470009600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.9";"2016-08-01";"1470009600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.96";"2016-08-01";"1470009600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.05";"2016-08-01";"1470009600000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-09-01";"1472688000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.68";"2016-09-01";"1472688000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.45";"2016-09-01";"1472688000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.12";"2016-09-01";"1472688000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.12";"2016-10-01";"1475280000000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-10-01";"1475280000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.59";"2016-10-01";"1475280000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.94";"2016-10-01";"1475280000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.93";"2016-11-01";"1477958400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.6";"2016-11-01";"1477958400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.6";"2016-11-01";"1477958400000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-11-01";"1477958400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.45";"2016-12-01";"1480550400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.6";"2016-12-01";"1480550400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.85";"2016-12-01";"1480550400000"
"Blochholz Buche Kl. B 3";"Österreich";"76.47";"2016-12-01";"1480550400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.19";"2017-01-01";"1483228800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-01-01";"1483228800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.74";"2017-01-01";"1483228800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.6";"2017-01-01";"1483228800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.85";"2017-02-01";"1485907200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.02";"2017-02-01";"1485907200000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-02-01";"1485907200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.74";"2017-02-01";"1485907200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.9";"2017-03-01";"1488326400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.67";"2017-03-01";"1488326400000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-03-01";"1488326400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.59";"2017-03-01";"1488326400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"92.27";"2017-04-01";"1491004800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.6";"2017-04-01";"1491004800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"93.03";"2017-04-01";"1491004800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-04-01";"1491004800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"93.61";"2017-05-01";"1493596800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"92.97";"2017-05-01";"1493596800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.74";"2017-05-01";"1493596800000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-05-01";"1493596800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.88";"2017-06-01";"1496275200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"93.18";"2017-06-01";"1496275200000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-06-01";"1496275200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"93.79";"2017-06-01";"1496275200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.88";"2017-07-01";"1498867200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"93.49";"2017-07-01";"1498867200000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-07-01";"1498867200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"94.41";"2017-07-01";"1498867200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"92.69";"2017-08-01";"1501545600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.81";"2017-08-01";"1501545600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"92.91";"2017-08-01";"1501545600000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-08-01";"1501545600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.23";"2017-09-01";"1504224000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.57";"2017-09-01";"1504224000000"
"Blochholz Buche Kl. B 3";"Österreich";"76.44";"2017-09-01";"1504224000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.54";"2017-09-01";"1504224000000"
"Blochholz Buche Kl. B 3";"Österreich";"78.94";"2017-10-01";"1506816000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"65.82";"2017-10-01";"1506816000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"85.98";"2017-10-01";"1506816000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"86.66";"2017-10-01";"1506816000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"86.76";"2017-11-01";"1509494400000"
"Blochholz Buche Kl. B 3";"Österreich";"79.19";"2017-11-01";"1509494400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"86.35";"2017-11-01";"1509494400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.45";"2017-11-01";"1509494400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"88.39";"2017-12-01";"1512086400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.15";"2017-12-01";"1512086400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"64.42";"2017-12-01";"1512086400000"
"Blochholz Buche Kl. B 3";"Österreich";"79.19";"2017-12-01";"1512086400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.58";"2018-01-01";"1514764800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.2";"2018-01-01";"1514764800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.81";"2018-01-01";"1514764800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.78";"2018-01-01";"1514764800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.22";"2018-02-01";"1517443200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.03";"2018-02-01";"1517443200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.71";"2018-02-01";"1517443200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.2";"2018-02-01";"1517443200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.93";"2018-03-01";"1519862400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.05";"2018-03-01";"1519862400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.16";"2018-03-01";"1519862400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.21";"2018-03-01";"1519862400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"63.68";"2018-04-01";"1522540800000"
"Blochholz Buche Kl. B 3";"Österreich";"81.71";"2018-04-01";"1522540800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"89.79";"2018-04-01";"1522540800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.39";"2018-04-01";"1522540800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"89.93";"2018-05-01";"1525132800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"89.12";"2018-05-01";"1525132800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"64.02";"2018-05-01";"1525132800000"
"Blochholz Buche Kl. B 3";"Österreich";"81.93";"2018-05-01";"1525132800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.97";"2018-06-01";"1527811200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"87.66";"2018-06-01";"1527811200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.93";"2018-06-01";"1527811200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"62.14";"2018-06-01";"1527811200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"87.61";"2018-07-01";"1530403200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.93";"2018-07-01";"1530403200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"61.96";"2018-07-01";"1530403200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"85.68";"2018-07-01";"1530403200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"60.92";"2018-08-01";"1533081600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"85.05";"2018-08-01";"1533081600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"87.06";"2018-08-01";"1533081600000"
"Blochholz Buche Kl. B 3";"Österreich";"81.93";"2018-08-01";"1533081600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"86.53";"2018-09-01";"1535760000000"
"Blochholz Buche Kl. B 3";"Österreich";"82.2";"2018-09-01";"1535760000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"84.53";"2018-09-01";"1535760000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"61";"2018-09-01";"1535760000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"85.22";"2018-10-01";"1538352000000"
"Blochholz Buche Kl. B 3";"Österreich";"82.2";"2018-10-01";"1538352000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"87.31";"2018-10-01";"1538352000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"61.13";"2018-10-01";"1538352000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"80.22";"2018-11-01";"1541030400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"61.24";"2018-11-01";"1541030400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.37";"2018-11-01";"1541030400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"84.75";"2018-11-01";"1541030400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"60.68";"2018-12-01";"1543622400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.37";"2018-12-01";"1543622400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"82.65";"2018-12-01";"1543622400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"80.94";"2018-12-01";"1543622400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"60.44";"2019-01-01";"1546300800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"79.81";"2019-01-01";"1546300800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"81.47";"2019-01-01";"1546300800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.18";"2019-01-01";"1546300800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"60.37";"2019-02-01";"1548979200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"79.26";"2019-02-01";"1548979200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"81.08";"2019-02-01";"1548979200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.18";"2019-02-01";"1548979200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-03-01";"1551398400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"77.77";"2019-03-01";"1551398400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"79.89";"2019-03-01";"1551398400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"57.74";"2019-03-01";"1551398400000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-04-01";"1554076800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"76.1";"2019-04-01";"1554076800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"56.89";"2019-04-01";"1554076800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"77.92";"2019-04-01";"1554076800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"74.41";"2019-05-01";"1556668800000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-05-01";"1556668800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"56.17";"2019-05-01";"1556668800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"76.66";"2019-05-01";"1556668800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"75.31";"2019-06-01";"1559347200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-06-01";"1559347200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"73.48";"2019-06-01";"1559347200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"53.69";"2019-06-01";"1559347200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"72.65";"2019-07-01";"1561939200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"74.81";"2019-07-01";"1561939200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"51.88";"2019-07-01";"1561939200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-07-01";"1561939200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-08-01";"1564617600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"74.4";"2019-08-01";"1564617600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"51.69";"2019-08-01";"1564617600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"71.45";"2019-08-01";"1564617600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"71.77";"2019-09-01";"1567296000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"74.7";"2019-09-01";"1567296000000"
"Blochholz Buche Kl. B 3";"Österreich";"81.9";"2019-09-01";"1567296000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"52.35";"2019-09-01";"1567296000000"
"Blochholz Buche Kl. B 3";"Österreich";"82.36";"2019-10-01";"1569888000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"72.45";"2019-10-01";"1569888000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"75.06";"2019-10-01";"1569888000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"51.5";"2019-10-01";"1569888000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"51.57";"2019-11-01";"1572566400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"74.74";"2019-11-01";"1572566400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.36";"2019-11-01";"1572566400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"71.46";"2019-11-01";"1572566400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"76.27";"2019-12-01";"1575158400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"73.61";"2019-12-01";"1575158400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"51.94";"2019-12-01";"1575158400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.36";"2019-12-01";"1575158400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"52.59";"2020-01-01";"1577836800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"79.09";"2020-01-01";"1577836800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.26";"2020-01-01";"1577836800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"77.27";"2020-01-01";"1577836800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"76.69";"2020-02-01";"1580515200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.26";"2020-02-01";"1580515200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"79.31";"2020-02-01";"1580515200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"52.65";"2020-02-01";"1580515200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"75.32";"2020-03-01";"1583020800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"52.52";"2020-03-01";"1583020800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"70.73";"2020-03-01";"1583020800000"
"Blochholz Buche Kl. B 3";"Österreich";"81.33";"2020-03-01";"1583020800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"70.38";"2020-04-01";"1585699200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"66.69";"2020-04-01";"1585699200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.33";"2020-04-01";"1585699200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"49.72";"2020-04-01";"1585699200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"47.54";"2020-05-01";"1588291200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"68.31";"2020-05-01";"1588291200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"64.25";"2020-05-01";"1588291200000"
"Blochholz Buche Kl. B 3";"Österreich";"80.86";"2020-05-01";"1588291200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"64.03";"2020-06-01";"1590969600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"47.41";"2020-06-01";"1590969600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"67.89";"2020-06-01";"1590969600000"
"Blochholz Buche Kl. B 3";"Österreich";"80.86";"2020-06-01";"1590969600000"
"Blochholz Buche Kl. B 3";"Österreich";"80.86";"2020-07-01";"1593561600000"
