"attr_code";"area_code";"value";"ts_start";"ts"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"62.8";"2020-07-01";"1593561600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"67.16";"2020-07-01";"1593561600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"47.34";"2020-07-01";"1593561600000"
"Blochholz Buche Kl. B 3";"Österreich";"80.86";"2020-08-01";"1596240000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"61.86";"2020-08-01";"1596240000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"66.73";"2020-08-01";"1596240000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"46.89";"2020-08-01";"1596240000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"45.84";"2020-09-01";"1598918400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"67.48";"2020-09-01";"1598918400000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2020-09-01";"1598918400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"63.57";"2020-09-01";"1598918400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"55.37";"2020-10-01";"1601510400000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2020-10-01";"1601510400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"73.6";"2020-10-01";"1601510400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"75.27";"2020-10-01";"1601510400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"76.24";"2020-11-01";"1604188800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"77.2";"2020-11-01";"1604188800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"55.54";"2020-11-01";"1604188800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.26";"2020-11-01";"1604188800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"77.96";"2020-12-01";"1606780800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"76.34";"2020-12-01";"1606780800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.26";"2020-12-01";"1606780800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"55.6";"2020-12-01";"1606780800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"56.06";"2021-01-01";"1609459200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.26";"2021-01-01";"1609459200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"80.77";"2021-01-01";"1609459200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"81.81";"2021-01-01";"1609459200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.26";"2021-02-01";"1612137600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"56.25";"2021-02-01";"1612137600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"82.17";"2021-02-01";"1612137600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"84.12";"2021-02-01";"1612137600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"88.22";"2021-03-01";"1614556800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"57.42";"2021-03-01";"1614556800000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2021-03-01";"1614556800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"85.7";"2021-03-01";"1614556800000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2021-04-01";"1617235200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"61.23";"2021-04-01";"1617235200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"92.72";"2021-04-01";"1617235200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"93.78";"2021-04-01";"1617235200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"97.58";"2021-05-01";"1619827200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2021-05-01";"1619827200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"61.31";"2021-05-01";"1619827200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"96.5";"2021-05-01";"1619827200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2021-06-01";"1622505600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"103.08";"2021-06-01";"1622505600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"63.23";"2021-06-01";"1622505600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"102.92";"2021-06-01";"1622505600000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2021-07-01";"1625097600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"70.6";"2021-07-01";"1625097600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"110.46";"2021-07-01";"1625097600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"109.5";"2021-07-01";"1625097600000"
"Blochholz Buche Kl. B 3";"Österreich";"81.79";"2021-08-01";"1627776000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"112.03";"2021-08-01";"1627776000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"113.3";"2021-08-01";"1627776000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.93";"2021-08-01";"1627776000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"111.59";"2021-09-01";"1630454400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.25";"2021-09-01";"1630454400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"113.03";"2021-09-01";"1630454400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.95";"2021-09-01";"1630454400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"109.46";"2021-10-01";"1633046400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.25";"2021-10-01";"1633046400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.01";"2021-10-01";"1633046400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"107.68";"2021-10-01";"1633046400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.25";"2021-11-01";"1635724800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"105.49";"2021-11-01";"1635724800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"105.85";"2021-11-01";"1635724800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.51";"2021-11-01";"1635724800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.67";"2021-12-01";"1638316800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.25";"2021-12-01";"1638316800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"105.44";"2021-12-01";"1638316800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"105.43";"2021-12-01";"1638316800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"106.07";"2022-01-01";"1640995200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.98";"2022-01-01";"1640995200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"105.14";"2022-01-01";"1640995200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.06";"2022-01-01";"1640995200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"107.27";"2022-02-01";"1643673600000"
"Blochholz Buche Kl. B 3";"Österreich";"82.06";"2022-02-01";"1643673600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.98";"2022-02-01";"1643673600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"106.86";"2022-02-01";"1643673600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"114.69";"2022-03-01";"1646092800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"116.01";"2022-03-01";"1646092800000"
"Blochholz Buche Kl. B 3";"Österreich";"82.06";"2022-03-01";"1646092800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.06";"2022-03-01";"1646092800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"118.65";"2022-04-01";"1648771200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.7";"2022-04-01";"1648771200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"119.53";"2022-04-01";"1648771200000"
"Blochholz Buche Kl. B 3";"Österreich";"82.06";"2022-04-01";"1648771200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"78.02";"2022-05-01";"1651363200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"124.73";"2022-05-01";"1651363200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"124.96";"2022-05-01";"1651363200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.88";"2022-05-01";"1651363200000"
"Blochholz Buche Kl. B 3";"Österreich";"81.88";"2022-06-01";"1654041600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"78.03";"2022-06-01";"1654041600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"124.74";"2022-06-01";"1654041600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"123.49";"2022-06-01";"1654041600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"116.63";"2022-07-01";"1656633600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"115.67";"2022-07-01";"1656633600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.33";"2022-07-01";"1656633600000"
"Blochholz Buche Kl. B 3";"Österreich";"81.88";"2022-07-01";"1656633600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"110.8";"2022-08-01";"1659312000000"
"Blochholz Buche Kl. B 3";"Österreich";"81.88";"2022-08-01";"1659312000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.04";"2022-08-01";"1659312000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"112.55";"2022-08-01";"1659312000000"
"Blochholz Buche Kl. B 3";"Österreich";"82.06";"2022-09-01";"1661990400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"107.27";"2022-09-01";"1661990400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.67";"2022-09-01";"1661990400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"107.38";"2022-09-01";"1661990400000"
"Blochholz Buche Kl. B 3";"Österreich";"82.06";"2022-10-01";"1664582400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.35";"2022-10-01";"1664582400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"106.67";"2022-10-01";"1664582400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"107.6";"2022-10-01";"1664582400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.64";"2022-11-01";"1667260800000"
"Blochholz Buche Kl. B 3";"Österreich";"83.88";"2022-11-01";"1667260800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"106.42";"2022-11-01";"1667260800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"105.98";"2022-11-01";"1667260800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"107.733181";"2022-12-01";"1669852800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"75.525448";"2022-12-01";"1669852800000"
"Blochholz Buche Kl. B 3";"Österreich";"89.28522";"2022-12-01";"1669852800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"106.880118";"2022-12-01";"1669852800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"114.34";"2023-01-01";"1672531200000"
"Blochholz Buche Kl. B 3";"Österreich";"91.26";"2023-01-01";"1672531200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"85.6";"2023-01-01";"1672531200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"116.17";"2023-01-01";"1672531200000"
"Blochholz Buche Kl. B 3";"Österreich";"89.54";"2023-02-01";"1675209600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"85.05";"2023-02-01";"1675209600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"117.04";"2023-02-01";"1675209600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"117.63";"2023-02-01";"1675209600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"84.78";"2023-03-01";"1677628800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"117.99";"2023-03-01";"1677628800000"
"Blochholz Buche Kl. B 3";"Österreich";"91.26";"2023-03-01";"1677628800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"117.62";"2023-03-01";"1677628800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"82.51";"2023-04-01";"1680307200000"
"Blochholz Buche Kl. B 3";"Österreich";"91.26";"2023-04-01";"1680307200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"117.56";"2023-04-01";"1680307200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"116.7";"2023-04-01";"1680307200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"110.19";"2023-05-01";"1682899200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"81.46";"2023-05-01";"1682899200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"112.31";"2023-05-01";"1682899200000"
"Blochholz Buche Kl. B 3";"Österreich";"90.31";"2023-05-01";"1682899200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"78.93";"2023-06-01";"1685577600000"
"Blochholz Buche Kl. B 3";"Österreich";"87.55";"2023-06-01";"1685577600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"107.2";"2023-06-01";"1685577600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"103.4";"2023-06-01";"1685577600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"92.33";"2023-07-01";"1688169600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"92.21";"2023-07-01";"1688169600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69";"2023-07-01";"1688169600000"
"Blochholz Buche Kl. B 3";"Österreich";"86.13";"2023-07-01";"1688169600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"90.39";"2023-08-01";"1690848000000"
"Blochholz Buche Kl. B 3";"Österreich";"86.13";"2023-08-01";"1690848000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"64.76";"2023-08-01";"1690848000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"89.18";"2023-08-01";"1690848000000"
"Blochholz Buche Kl. B 3";"Österreich";"87.55";"2023-09-01";"1693526400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"90.43";"2023-09-01";"1693526400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"65.41";"2023-09-01";"1693526400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"91.97";"2023-09-01";"1693526400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"91.41";"2023-10-01";"1696118400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"92.26";"2023-10-01";"1696118400000"
"Blochholz Buche Kl. B 3";"Österreich";"87.55";"2023-10-01";"1696118400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"65.88";"2023-10-01";"1696118400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"93.354689";"2023-11-01";"1698796800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"66.151392";"2023-11-01";"1698796800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"92.387663";"2023-11-01";"1698796800000"
"Blochholz Buche Kl. B 3";"Österreich";"87.550767";"2023-11-01";"1698796800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"94.973654";"2023-12-01";"1701388800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.699242";"2023-12-01";"1701388800000"
"Blochholz Buche Kl. B 3";"Österreich";"87.550767";"2023-12-01";"1701388800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"93.401426";"2023-12-01";"1701388800000"
"Blochholz Buche Kl. B 3";"Österreich";"87.59";"2024-01-01";"1704067200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"72.37";"2024-01-01";"1704067200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"101.62";"2024-01-01";"1704067200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"102.86";"2024-01-01";"1704067200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"104.37";"2024-02-01";"1706745600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"104.19";"2024-02-01";"1706745600000"
"Blochholz Buche Kl. B 3";"Österreich";"87.59";"2024-02-01";"1706745600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"72.63";"2024-02-01";"1706745600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"72.76";"2024-03-01";"1709251200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"104.27";"2024-03-01";"1709251200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"104.08";"2024-03-01";"1709251200000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-03-01";"1709251200000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-04-01";"1711929600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"72.47";"2024-04-01";"1711929600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"101.32";"2024-04-01";"1711929600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"102.09";"2024-04-01";"1711929600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.84";"2024-05-01";"1714521600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"100.37";"2024-05-01";"1714521600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"100.14";"2024-05-01";"1714521600000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-05-01";"1714521600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.82";"2024-06-01";"1717200000000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-06-01";"1717200000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"98.66";"2024-06-01";"1717200000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"99.21";"2024-06-01";"1717200000000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-07-01";"1719792000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"98.5";"2024-07-01";"1719792000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"98.92";"2024-07-01";"1719792000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"67.44";"2024-07-01";"1719792000000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-08-01";"1722470400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"100.16";"2024-08-01";"1722470400000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"68.15";"2024-08-01";"1722470400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"99.71";"2024-08-01";"1722470400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"99.68";"2024-09-01";"1725148800000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-09-01";"1725148800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"68.71";"2024-09-01";"1725148800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"100.29";"2024-09-01";"1725148800000"
"Blochholz Buche Kl. B 3";"Österreich";"86.62";"2024-10-01";"1727740800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"104.7";"2024-10-01";"1727740800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"69.47";"2024-10-01";"1727740800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"102.7";"2024-10-01";"1727740800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"106.78";"2024-11-01";"1730419200000"
"Blochholz Buche Kl. B 3";"Österreich";"93.66";"2024-11-01";"1730419200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.93";"2024-11-01";"1730419200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"104.01";"2024-11-01";"1730419200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"75.34";"2024-12-01";"1733011200000"
"Blochholz Buche Kl. B 3";"Österreich";"93.66";"2024-12-01";"1733011200000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"107.95";"2024-12-01";"1733011200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"105.75";"2024-12-01";"1733011200000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-01-01";"1735689600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"112.302096";"2025-01-01";"1735689600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"109.15325";"2025-01-01";"1735689600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.473122";"2025-01-01";"1735689600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"113.010026";"2025-02-01";"1738368000000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-02-01";"1738368000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"109.411885";"2025-02-01";"1738368000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.473122";"2025-02-01";"1738368000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"111.582341";"2025-03-01";"1740787200000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"109.014145";"2025-03-01";"1740787200000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-03-01";"1740787200000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"75.873342";"2025-03-01";"1740787200000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-04-01";"1743465600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"110.298626";"2025-04-01";"1743465600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"111.543579";"2025-04-01";"1743465600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.599383";"2025-04-01";"1743465600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"111.585354";"2025-05-01";"1746057600000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"110.693493";"2025-05-01";"1746057600000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.599383";"2025-05-01";"1746057600000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-05-01";"1746057600000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"112.831808";"2025-06-01";"1748736000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.599383";"2025-06-01";"1748736000000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-06-01";"1748736000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"111.735361";"2025-06-01";"1748736000000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"112.807327";"2025-07-01";"1751328000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"73.736162";"2025-07-01";"1751328000000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-07-01";"1751328000000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"112.620686";"2025-07-01";"1751328000000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"74.552025";"2025-08-01";"1754006400000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"113.910295";"2025-08-01";"1754006400000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-08-01";"1754006400000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"114.608819";"2025-08-01";"1754006400000"
"Blochholz Buche Kl. B 3";"Österreich";"93.565583";"2025-09-01";"1756684800000"
"Blochholz Kiefer Kl. B 2a +";"Österreich";"77.26492";"2025-09-01";"1756684800000"
"Blochholz Fichte/Tanne Kl. B 3a";"Österreich";"118.227377";"2025-09-01";"1756684800000"
"Blochholz Fichte/Tanne Kl. B Media 2b";"Österreich";"118.427112";"2025-09-01";"1756684800000"
